Title;Type;Premiere;Genre;Watchtime
Our Planet;TV Show;2019;Documentary;32400000
The Flash;TV Show;2014;Superhero;32400000
Grey's Anatomy;TV Show;2005;Drama;32300000
My Name;TV Show;2021;Thriller;32300000
Shameless;TV Show;2011;Comedy;32300000
Shooter;Movie;2007;Thriller;32300000
Friends;TV Show;1994;Comedy;32200000
Cobra Kai;TV Show;2018;Action;32100000
High Water;TV Show;2022;Drama;32100000
Hospital Playlist;TV Show;2020;Drama;32100000
Me Time;Movie;2022;Comedy;32100000
My Name Is Vendetta;Movie;2022;Thriller;32100000
The Fabulous;TV Show;2022;Comedy;32000000
Oddballs;TV Show;2022;Animation;31900000
Pitch Perfect;Movie;2012;Musical;31900000
The Seven Deadly Sins;TV Show;2014;Animation;31900000
Unauthorized Living;TV Show;2018;Drama;31800000
13 Reasons Why;TV Show;2017;Drama;31700000
Over the Hedge;Movie;2006;Animation;31700000
Our Beloved Summer;TV Show;2021;Comedy;31600000
Good Girls;TV Show;2018;Comedy;31500000
Rabo de Peixe;TV Show;2023;Thriller;31500000
The SpongeBob Movie: Sponge on the Run;Movie;2020;Animation;31400000
Good Girls;TV Show;2018;Comedy;31300000
Pok?mon: Ultimate Journeys;TV Show;;Animation;31300000
Mission Majnu;Movie;2023;Action;31200000
Peaky Blinders;TV Show;2013;Drama;31200000
Bad Boys II;Movie;2003;Action;31100000
Betty en NY;TV Show;2019;Comedy;31100000
El Chapo;TV Show;2017;Drama;31100000
Rise of Empires: Ottoman;TV Show;2020;History;31100000
Where the Crawdads Sing;Movie;2022;Crime;31000000
The Sea Beyond;TV Show;2020;Drama;31000000
The Sea Beyond;TV Show;2020;Drama;31000000
Anne with an E;TV Show;2017;Drama;30900000
Dead to Me;TV Show;2019;Drama;30900000
My Lover My Killer;TV Show;2021;Documentary;30800000
Still Time;Movie;2022;Comedy;30800000
Hunter x Hunter;TV Show;2011;Animation;30700000
Awaken;TV Show;2020;Crime;30600000
Enola Holmes 2;Movie;2022;Adventure;30600000
Indian Matchmaking;TV Show;2020;Reality-Show;30600000
The Umbrella Academy;TV Show;2019;Superhero;30600000
Break Point;TV Show;2023;Documentary;30500000
Minions & More Volume 2;Movie;2022;Animation;30500000
Money Heist;TV Show;2017;Action;30400000
Outlander;TV Show;2014;Drama;30400000
Shameless;TV Show;2011;Comedy;30400000
Downton Abbey;TV Show;2010;History;30300000
Love at First Kiss;Movie;2023;Comedy;30300000
Pedro El Escamoso;TV Show;2001;Drama;30300000
Start-Up;TV Show;2020;Drama;30300000
Tonight You're Sleeping with Me;Movie;2023;Romance;30300000
Grey's Anatomy;TV Show;2005;Drama;30200000
Narcos: Mexico;TV Show;2018;Crime;30200000
Acero Woman of Steel;TV Show;2014;Crime;30200000
The Adam Project;Movie;2022;Science Fiction;30100000
The Last Dance;TV Show;2020;Documentary;30100000
Alba;TV Show;2021;Drama;30100000
DC Super Hero Girls;TV Show;2019;Animation;30100000
In His Shadow;Movie;2023;Crime;30100000
Love Is Blind: Brazil;TV Show;2021;Reality-Show;30100000
Penguins of Madagascar;Movie;2014;Animation;30100000
Sniper: Ghost Shooter;Movie;2016;Action;30100000
Spenser Confidential;Movie;2020;Crime;30100000
Elite;TV Show;2018;Crime;30000000
I See You;Movie;2019;Crime;30000000
The Good Nurse;Movie;2022;Thriller;30000000
All American: Homecoming;TV Show;2022;Drama;29900000
Brooklyn Nine-Nine;TV Show;2013;Comedy;29900000
Godless;TV Show;2017;Western;29900000
Riverdale;TV Show;2017;Superhero;29900000
Flower of Evil;TV Show;2020;Drama;29800000
Invisible City;TV Show;2021;Thriller;29800000
The Rookie;TV Show;2018;Crime;29800000
Anne with an E;TV Show;2017;Drama;29700000
Is It Cake?;TV Show;2022;Reality-Show;29700000
Mrs. Chatterjee Vs Norway;Movie;2023;Drama;29600000
The Crown;TV Show;2016;History;29600000
The Midnight Club;TV Show;2022;Horror;29600000
The Office;TV Show;2005;Comedy;29600000
Fate: The Winx Saga;TV Show;2021;Fantasy;29500000
Invisible City;TV Show;2021;Thriller;29500000
Itaewon Class;TV Show;2020;Drama;29500000
Locked Up;TV Show;2015;Drama;29500000
Noah;Movie;2014;Drama;29500000
RRR;Movie;2022;Action;29400000
Yes Day;Movie;2021;Comedy;29400000
You Do You;Movie;2023;Comedy;29400000
A Girl and an Astronaut;TV Show;2023;Science Fiction;29300000
Alvinnn!!! and The Chipmunks;TV Show;2015;Animation;29300000
Close to Home: Murder in the Coalfield;TV Show;2022;Crime;29300000
Echoes;TV Show;2022;Thriller;29200000
Sharkdog;TV Show;2021;Animation;29200000
The Office;TV Show;2005;Comedy;29200000
Designated Survivor;TV Show;2016;Action;29200000
Peppa Pig;TV Show;2004;Animation;29100000
Titans;TV Show;2018;Superhero;29100000
Day Shift;Movie;2022;Fantasy;29000000
Married at First Sight;TV Show;2014;Reality-Show;29000000
Power Rangers;TV Show;1993;Action;29000000
Vikings;TV Show;2013;History;29000000
Demon Slayer: Kimetsu no Yaiba;TV Show;2019;Animation;28900000
The Man From Toronto;Movie;2022;Action;28900000
Trolls World Tour;Movie;2020;Animation;28900000
Grey's Anatomy;TV Show;2005;Drama;28800000
Teen Titans Go!;TV Show;2013;Animation;28800000
The Irishman;Movie;2019;Drama;28800000
The Swimmers;Movie;2022;Sports;28800000
Virgin River;TV Show;2019;Drama;28700000
Arrow;TV Show;2012;Superhero;28600000
Cobra Kai;TV Show;2018;Action;28600000
Lost in Space;TV Show;2018;Science Fiction;28600000
Princess Power;TV Show;2023;Animation;28600000
Riverdale;TV Show;2017;Superhero;28600000
Sky Rojo;TV Show;2021;Crime;28600000
Trollhunters: Tales of Arcadia;TV Show;2016;Animation;28500000
Cobra Kai;TV Show;2018;Action;28400000
Fauda;TV Show;2015;Action;28400000
Honest Thief;Movie;2020;Action;28300000
Tex Mex Motors;TV Show;2023;Reality-Show;28300000
Transformers: Revenge of the Fallen;Movie;2009;Science Fiction;28300000
Virgin River;TV Show;2019;Drama;28300000
Henry Danger;TV Show;2014;Comedy;28200000
The Hunger Games: Catching Fire;Movie;2013;Science Fiction;28200000
The Loud House;TV Show;2016;Animation;28200000
Army of Thieves;Movie;2021;Action;28100000
Fifty Shades Darker;Movie;2017;Romance;28100000
The Deep End of the Ocean;Movie;1999;Drama;28100000
The Hangover;Movie;2009;Comedy;28100000
The Old Guard;Movie;2020;Action;28100000
Transformers: Dark of the Moon;Movie;2011;Science Fiction;28100000
Workin' Moms;TV Show;2017;Comedy;28100000
Gymnastics Academy: A Second Chance;TV Show;2022;Drama;28000000
Naruto;TV Show;2002;Animation;28000000
Orange Is the New Black;TV Show;2013;Drama;28000000
The Angry Birds Movie;Movie;2016;Animation;28000000
Anne with an E;TV Show;2017;Drama;27900000
Cry Babies Magic Tears;TV Show;2018;Animation;27900000
Harry Potter and the Philosopher's Stone;Movie;2001;Fantasy;27900000
How I Became a Gangster;Movie;2019;Crime;27900000
Peppa Pig;TV Show;2004;Animation;27900000
Sex Education;TV Show;2019;Comedy;27900000
The Cook of Castamar;TV Show;2021;Drama;27900000
Fauda;TV Show;2015;Action;27800000
Locke & Key;TV Show;2020;Superhero;27800000
Our Universe;TV Show;2022;Documentary;27800000
Peppa Pig;TV Show;2004;Animation;27800000
Run On;TV Show;2020;Drama;27800000
Sonic Boom;TV Show;2014;Animation;27800000
Tale of the Nine Tailed;TV Show;2020;Horror;27700000
The Flash;TV Show;2014;Superhero;27700000
Class;TV Show;2023;Drama;27700000
Heartbreak High;TV Show;2022;Drama;27700000
Rebelde Way;TV Show;2002;Comedy;27700000
Brooklyn Nine-Nine;TV Show;2013;Comedy;27600000
Hit & Run;TV Show;2021;Thriller;27600000
Kung Fu Panda 3;Movie;2016;Animation;27600000
Mindhunter;TV Show;2017;Crime;27600000
Shadowhunters;TV Show;2016;Horror;27600000
The Chosen;TV Show;2019;Drama;27600000
The Uncanny Counter;TV Show;2020;Fantasy;27600000
Oh My Venus;TV Show;2015;Comedy;27500000
Riverdale;TV Show;2017;Superhero;27500000
Teen Wolf;TV Show;2011;Fantasy;27500000
Vivo;Movie;2021;Animation;27500000
El Drag?n: Return of a Warrior;TV Show;2019;Action;27400000
Remarriage & Desires;TV Show;2022;Drama;27400000
Acero Woman of Steel;TV Show;2014;Crime;27400000
Shadowhunters;TV Show;2016;Horror;27400000
Army of the Dead;Movie;2021;Action;27300000
Dr. Romantic;TV Show;2016;Drama;27300000
Hotel Transylvania 3: Summer Vacation;Movie;2018;Animation;27300000
Jurassic World: Camp Cretaceous;TV Show;2020;Animation;27300000
Mission: Impossible - Fallout;Movie;2018;Action;27300000
Noise;Movie;2023;Drama;27300000
Shanty Town;TV Show;2023;Crime;27300000
The Seven Deadly Sins;TV Show;2014;Animation;27300000
Shameless;TV Show;2011;Comedy;27200000
Zig and Sharko;TV Show;2011;Animation;27200000
Dynasty;TV Show;2017;Drama;27100000
Narcos;TV Show;2015;Drama;27100000
Sweet Home;TV Show;2020;Horror;27100000
Teen Wolf;TV Show;2011;Fantasy;27100000
The Imperfects;TV Show;2022;Science Fiction;27100000
The Longest Yard;Movie;2005;Drama;27100000
The Secret Life of Pets;Movie;2016;Animation;27100000
Tomorrow;TV Show;2022;Action;27100000
Tu Jhoothi Main Makkaar;Movie;2023;Romance;27100000
Unbelievable;TV Show;2019;Drama;27100000
Dark Desire;TV Show;2020;Drama;27000000
Grey's Anatomy;TV Show;2005;Drama;27000000
Little Baby Bum: Nursery Rhyme Friends;TV Show;2017;Animation;27000000
Seven Seconds;TV Show;2018;Crime;27000000
Dragged Across Concrete;Movie;2019;Crime;26900000
iCarly;TV Show;2007;Comedy;26800000
Junji Ito Maniac: Japanese Tales of the Macabre;TV Show;2023;Animation;26800000
Just Go with It;Movie;2011;Romance;26800000
Lady Chatterley's Lover;Movie;2022;Drama;26800000
Acero Woman of Steel;TV Show;2014;Crime;26800000
All American;TV Show;2018;Drama;26700000
Death Note;TV Show;2006;Animation;26700000
Jane the Virgin;TV Show;2014;Comedy;26700000
The Makanai: Cooking for the Maiko House;TV Show;2023;Drama;26700000
Better Than Us;TV Show;2018;Science Fiction;26600000
Downton Abbey;TV Show;2010;History;26600000
The Cartel;TV Show;2008;Crime;26600000
Insatiable;TV Show;2018;Drama;26600000
Lou;Movie;2022;Crime;26600000
Shameless;TV Show;2011;Comedy;26600000
Teletubbies;TV Show;2022;Animation;26600000
Ted;Movie;2012;Comedy;26500000
Triple Frontier;Movie;2019;Crime;26500000
Kung Fu Panda: The Dragon Knight;TV Show;2022;Animation;26400000
Slumberland;Movie;2022;Fantasy;26400000
Uncharted;Movie;2022;Adventure;26400000
Sex Education;TV Show;2019;Comedy;26300000
The Emoji Movie;Movie;2017;Animation;26300000
Ozark;TV Show;2017;Drama;26300000
A Korean Odyssey;TV Show;2017;Fantasy;26200000
Army of One;Movie;2020;Action;26200000
Knives Out;Movie;2019;Crime;26200000
Love Is Blind;TV Show;2020;Reality-Show;26200000
The Big Bang Theory;TV Show;2007;Comedy;26200000
Valeria;TV Show;2020;Drama;26200000
Anna Nicole Smith: You Don't Know Me;Movie;2023;Documentary;26100000
Sin senos s? hay para?so;TV Show;2016;Crime;26100000
Sonic Boom;TV Show;2014;Animation;26100000
Downton Abbey;TV Show;2010;History;26000000
Jane the Virgin;TV Show;2014;Comedy;26000000
Locked Up;TV Show;2015;Drama;26000000
The Adventures of Puss in Boots;TV Show;2015;Animation;26000000
Dynasty;TV Show;2017;Drama;25900000
Grey's Anatomy;TV Show;2005;Drama;25900000
Juvenile Justice;TV Show;2022;Drama;25900000
The Patients of Dr. Garc?a;TV Show;2023;Drama;25800000
Hustle;Movie;2022;Drama;25700000
Narco-Saints;TV Show;2022;Crime;25700000
The Inmate;TV Show;2018;Drama;25700000
Whitney Houston: I Wanna Dance with Somebody;Movie;2022;Biography;25700000
Shooter;TV Show;2016;Action;25600000
Fate: The Winx Saga;TV Show;2021;Fantasy;25500000
Madagascar 3: Europe's Most Wanted;Movie;2012;Animation;25500000
My ID is Gangnam Beauty;TV Show;2018;Comedy;25500000
Raising Dion;TV Show;2019;Drama;25500000
The Loud House;TV Show;2016;Animation;25400000
The Perfect Find;Movie;2023;Comedy;25400000
Black Mirror;TV Show;2011;Science Fiction;25400000
Go Dog Go;TV Show;2021;Animation;25400000
Grey's Anatomy;TV Show;2005;Drama;25400000
La Bella y las Bestias;TV Show;2018;Action;25400000
Grey's Anatomy;TV Show;2005;Drama;25300000
NCIS;TV Show;2003;Crime;25300000
Sky Rojo;TV Show;2021;Crime;25300000
The Boss Baby: Back in Business;TV Show;2018;Animation;25300000
Don't Look Up;Movie;2021;Comedy;25200000
Fatherhood;Movie;2021;Comedy;25200000
Queen of the South;TV Show;2016;Drama;25200000
Resident Evil;TV Show;2022;Horror;25200000
Community;TV Show;2009;Comedy;25100000
The Stranger;TV Show;2020;Drama;25100000
365 Days;Movie;2020;Romance;25000000
The Karate Kid;Movie;2010;Action;25000000
El Drag?n: Return of a Warrior;TV Show;2019;Action;24900000
Blindspot;TV Show;2015;Crime;24800000
Maya and the Three;TV Show;2021;Animation;24800000
Shehzada;Movie;2023;Action;24800000
Taxi Driver;TV Show;2021;Action;24800000
That Girl Lay Lay;TV Show;2021;Comedy;24800000
The Good Place;TV Show;2016;Comedy;24800000
Total Drama Island;TV Show;2007;Animation;24800000
Downton Abbey;TV Show;2010;History;24700000
Mako: Island of Secrets;TV Show;2013;Fantasy;24700000
Teen Titans Go!;TV Show;2013;Animation;24700000
The Umbrella Academy;TV Show;2019;Superhero;24700000
Young Sheldon;TV Show;2017;Comedy;24700000
Cry Babies Magic Tears;TV Show;2018;Animation;24500000
Downton Abbey;TV Show;2010;History;24500000
Heat;Movie;1995;Crime;24500000
Record of Youth;TV Show;2020;Drama;24500000
Teen Wolf;TV Show;2011;Fantasy;24500000
Krigsseileren;TV Show;2023;Drama;24500000
First Love;TV Show;2022;Drama;24400000
From Me to You: Kimi ni Todoke;TV Show;2023;Comedy;24400000
Hoarders;TV Show;2009;Documentary;24400000
Kitti Katz;TV Show;2023;Animation;24400000
Ben and Holly's Little Kingdom;TV Show;2009;Animation;24300000
Feel the Beat;Movie;2020;Comedy;24300000
Meteor Garden;TV Show;2018;Drama;24300000
Pup Academy;TV Show;2019;Comedy;24300000
Royal Doctor;TV Show;2023;Comedy;24300000
The Angry Birds Movie 2;Movie;2019;Animation;24300000
#NoFilter;TV Show;2023;Comedy;24200000
Black Mirror;TV Show;2011;Science Fiction;24200000
Jewish Matchmaking;TV Show;2023;Reality-Show;24200000
Nobody;Movie;2021;Action;24200000
Riverdale;TV Show;2017;Superhero;24200000
Warrior Nun;TV Show;2020;Fantasy;24200000
Dark;TV Show;2017;Thriller;24100000
Dr. Romantic;TV Show;2016;Drama;24100000
Zeytin A?ac?;TV Show;2022;Drama;24000000
Chimp Empire;TV Show;2023;Documentary;24000000
Downton Abbey;TV Show;2010;History;24000000
Her Mother's Killer;TV Show;2020;Drama;24000000
Instant Dream Home;TV Show;2022;Reality-Show;24000000
Make Me Believe;Movie;2023;Comedy;24000000
The Kissing Booth;Movie;2018;Comedy;24000000
The Mole;TV Show;2022;Reality-Show;24000000
The Seven Deadly Sins;TV Show;2014;Animation;24000000
We're the Millers;Movie;2013;Comedy;24000000
Gabby's Dollhouse;TV Show;2021;Animation;23900000
Rango;Movie;2011;Animation;23900000
Sniper: Ultimate Kill;Movie;2017;Action;23900000
The Good Doctor;TV Show;2017;Drama;23900000
The SpongeBob SquarePants Movie;Movie;2004;Animation;23900000
All American;TV Show;2018;Drama;23800000
How to Get Away with Murder;TV Show;2014;Crime;23800000
Soy Georgina;TV Show;2022;Reality-Show;23800000
Anatomy of a Scandal;TV Show;2022;Drama;23700000
Grown Ups 2;Movie;2013;Comedy;23700000
Ozark;TV Show;2017;Drama;23700000
Simon;TV Show;2016;Animation;23600000
The 100;TV Show;2014;Science Fiction;23600000
Hard Feelings;Movie;2023;Comedy;23600000
Harry Potter and the Chamber of Secrets;Movie;2002;Fantasy;23600000
Bluelock;TV Show;2022;Animation;23500000
Good Girls;TV Show;2018;Comedy;23500000
Sexify;TV Show;2021;Comedy;23500000
Arrow;TV Show;2012;Superhero;23400000
Black Mirror;TV Show;2011;Science Fiction;23400000
Dragons: Race to the Edge;TV Show;2015;Family;23400000
La Piloto;TV Show;2017;Drama;23400000
NCIS;TV Show;2003;Crime;23400000
The 100;TV Show;2014;Science Fiction;23400000
Alvinnn!!! and The Chipmunks;TV Show;2015;Animation;23300000
Attack on Titan;TV Show;2013;Animation;23300000
Black Crab;Movie;2022;Science Fiction;23300000
Kung Fu Panda: The Dragon Knight;TV Show;2022;Animation;23300000
Orange Is the New Black;TV Show;2013;Drama;23300000
The Harder They Fall;Movie;2021;Western;23300000
Top Boy;TV Show;2019;Crime;23300000
A Love So Beautiful;TV Show;2020;Comedy;23200000
Money Heist: Korea - Joint Economic Area;TV Show;2022;Action;23200000
Senior Year;Movie;2022;Comedy;23200000
Snake Eyes: G.I. Joe Origins;Movie;2021;Action;23200000
To All the Boys I've Loved Before;Movie;2018;Romance;23200000
Fifty Shades of Grey;Movie;2015;Romance;23100000
Freeridge;TV Show;2023;Comedy;23100000
Inside Man;Movie;2006;Crime;23100000
Monique Olivier: Accessory to Evil;TV Show;2023;Documentary;23100000
NCIS;TV Show;2003;Crime;23100000
Orange Is the New Black;TV Show;2013;Drama;23100000
Sweet Girl;Movie;2021;Action;23100000
Teen Wolf;TV Show;2011;Fantasy;23100000
The Flash;TV Show;2014;Superhero;23100000
Chilling Adventures of Sabrina;TV Show;2018;Fantasy;23000000
Inheritance;Movie;2020;Thriller;23000000
Las munecas de la mafia;TV Show;2010;Drama;23000000
Messiah;TV Show;2020;Drama;23000000
Orange Is the New Black;TV Show;2013;Drama;23000000
The Adventures of Sharkboy and Lavagirl;Movie;2005;Adventure;23000000
Floor is Lava;TV Show;2020;Reality-Show;22900000
Greatest Events of World War II in HD Colour;TV Show;2019;Documentary;22900000
I Am Solo;TV Show;2021;Reality-Show;22900000
NCIS;TV Show;2003;Crime;22900000
New Girl;TV Show;2011;Comedy;22900000
Shrek the Third;Movie;2007;Animation;22900000
I Am a Killer;TV Show;2018;Documentary;22800000
Suits;TV Show;2011;Drama;22800000
Alvinnn!!! and The Chipmunks;TV Show;2015;Animation;22700000
Bloodline;TV Show;2015;Drama;22700000
Go Dog Go;TV Show;2021;Animation;22700000
Kings of Jo'Burg;TV Show;2020;Crime;22700000
Madagascar;Movie;2005;Animation;22700000
Partner Track;TV Show;2022;Drama;22700000
The Creature Cases;TV Show;2022;Animation;22700000
Oshi no Ko;TV Show;2023;Animation;22700000
Behind Her Eyes;TV Show;2021;Crime;22600000
Enough;Movie;2002;Action;22600000
Sex Education;TV Show;2019;Comedy;22600000
The 100;TV Show;2014;Science Fiction;22600000
One Piece;TV Show;1999;Animation;22500000
Smurfs: The Lost Village;Movie;2017;Animation;22500000
Money Shot: The Pornhub Story;Movie;2023;Documentary;22400000
NCIS;TV Show;2003;Crime;22400000
The Octonauts;TV Show;2010;Animation;22400000
Pok?mon Master Journeys - The Series;TV Show;2021;Animation;22400000
Sweet Magnolias;TV Show;2020;Drama;22400000
King Kong;Movie;2005;Science Fiction;22300000
Pinkfong & Baby Shark's Space Adventure;Movie;2019;Animation;22300000
Grey's Anatomy;TV Show;2005;Drama;22300000
Cursed;TV Show;2020;Fantasy;22200000
Henry Danger;TV Show;2014;Comedy;22200000
Tears of the Sun;Movie;2003;Action;22200000
The SpongeBob Movie: Sponge Out of Water;Movie;2015;Animation;22200000
Cunk on Earth;TV Show;2018;Comedy;22100000
Dead to Me;TV Show;2019;Drama;22100000
Maria Clara and Ibarra;TV Show;2022;Comedy;22100000
Over the Moon;Movie;2020;Animation;22000000
The Haunting of Hill House;TV Show;2018;Horror;22000000
The K2;TV Show;2016;Drama;22000000
The Seven Deadly Sins;TV Show;2014;Animation;22000000
Jurassic World: Camp Cretaceous;TV Show;2020;Animation;21900000
Squared Love All Over Again;Movie;2023;Comedy;21900000
Take Care of Maya;Movie;2023;Documentary;21900000
The Ultimatum: France;TV Show;2022;Reality-Show;21900000
